Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description
Airport,Isafjordur Airport,BIIS,66.05541,-23.14230,0,-14.32125,,
Airport,Svalbard Airport,ENSB,78.24609,15.46556,0,10.66291,,
Airport,Stockholm Arlanda Airport,,59.64976,17.92378,0,6.82924,,
Airport,Vaasa Airport,,63.05125,21.76271,0,9.13373,,
Building,Roskilde Cathedral,,55.64264,12.08045,0,4.43257,,
Building,Oresund Bridge,,55.57063,12.84864,0,4.48878,,
Building,Amalienborg,,55.68406,12.59302,0,4.49018,,
Building,Copenhagen Opera House,,55.68193,12.60075,0,4.49087,,
Building,Egeskov Castle,,55.17620,10.49021,0,3.78409,,
Building,Frederiksborg Castle,,55.93497,12.30127,0,4.43868,,
Building,Frogner Park,,59.92646,10.70347,0,4.09674,,
Building,Kronborg Castle,,56.03901,12.62115,0,4.46740,,
Building,LEGO House,,55.73066,9.11492,0,3.39955,,
Building,Rosenborg Castle,,55.68583,12.57727,0,4.48837,,
Building,Men by the Sea,,55.48776,8.41118,0,3.11475,,
Building,Aarhus Idraetspark,,56.13186,10.19375,0,3.90402,,
Building,Aalborg Portland Park,,57.05202,9.89862,0,3.37265,,
Building,Blue Water Arena,,55.48217,8.43955,0,3.11484,,
Building,Brondby Stadium,,55.64881,12.41754,0,4.46690,,
Building,Parken Stadium,,55.70272,12.57232,0,4.48978,,
Building,Helsinki Cathedral,,60.17042,24.95217,0,9.44105,,
Building,The Old Church of Pet�j�vesi,,62.25011,25.18365,0,10.71071,,
Building,Turku Cathedral,,60.45247,22.27832,0,8.88801,,
Building,Uspenski Cathedral,,60.16854,24.95995,0,9.43797,,
Building,Bomarsund Bridge,,60.21196,20.24244,0,8.10911,,
Building,Replot Bridge,,63.20666,21.47150,0,9.28984,,
Building,Olavinlinna,,61.86394,28.90107,0,11.79514,,
Building,Suomenlinna,,60.14540,24.98814,0,9.41536,,
Building,Nasinneula,,61.50496,23.74306,0,9.59627,,
Building,Turku Castle,,60.43534,22.22870,0,8.88787,,
Building,Bolt Arena,,60.18749,24.92184,0,9.45910,,
Building,Helsinki Olympic Stadium,,60.18693,24.92715,0,9.45756,,
Building,Hallgrimskirkja Church,,64.14202,-21.92655,0,-12.14442,,
Mountain,Hvitserkur (Rock Formation),,65.60632,-20.63524,0,-12.34975,,
Building,Perlan,,64.12921,-21.91905,0,-12.13648,,
Building,Arctic Cathedral,,69.64803,18.98749,0,9.78681,,
Building,Heddal stave church,,59.57957,9.17627,0,3.57343,,
Building,Nidaros Cathedral,,63.42691,10.39694,0,4.29255,,
Building,Urnes Stave Church,,61.29798,7.32295,0,2.82394,,
Building,Fyksesund Bridge,,60.40018,6.26085,0,2.36666,,
Building,Hardanger Bridge,,60.47900,6.82972,0,2.34380,,
Building,Helgeland Bridge,,66.03757,12.72092,0,5.48700,,
Building,Storseisundet Bridge,,63.01659,7.35287,0,2.90017,,
Building,Tromso Bridge,,69.65160,18.97640,0,9.78788,,
Building,Bryggen,,60.39757,5.32455,0,1.92596,,
Building,Oslo Opera House,,59.90749,10.75313,0,4.10928,,
Mountain,Pulpit Rock,,58.98645,6.19044,0,2.23535,,
Building,The Royal Palace,,59.91704,10.72738,0,4.10290,,
Building,Tyholttarnet,,63.42250,10.43194,0,4.29039,,
Building,Holmenkollbakken,,59.96403,10.66776,0,4.09140,,
Building,Brann Stadion,,60.36694,5.35747,0,1.92768,,
Building,Intility Arena,,59.91785,10.80672,0,4.13052,,
Building,Lerkendal stadion,,63.41233,10.40447,0,4.29216,,
Building,Kristianstad Arena,,56.02319,14.16310,0,5.27744,,
Building,Ullevaal Stadion,,59.94912,10.73437,0,4.11323,,
Building,Viking Stadion,,58.91463,5.73153,0,2.02933,,
Building,Frederik's Church,,55.68497,12.58957,0,4.48985,,
Building,Holy Trinity Church,,56.03120,14.15269,0,5.27973,,
Building,Kiruna Pastorat,,67.85201,20.23298,0,10.13948,,
Building,Storkyrkan Stockholm Cathedral,,59.32579,18.07042,0,7.14673,,
Building,Hoga Kusten Bridge,,62.79758,17.93840,0,7.53172,,
Building,Oland Bridge,,56.67958,16.39162,0,5.90737,,
Building,Solvesborg Bridge,,56.05054,14.59657,0,5.14623,,
Building,Tallberg Bridges,,63.79388,19.34833,0,8.51162,,
Building,Tjorn Bridge,,58.05927,11.78092,0,4.20347,,
Building,Uddevalla Bridge,,58.32553,11.84452,0,4.27182,,
Building,Dragon Gate,,60.46292,17.41557,0,6.93486,,
Lighthouse,Kullen Lighthouse,,56.30099,12.45154,0,4.53185,,
Building,Drottningholm Palace,,59.32169,17.88683,0,6.66744,,
Building,Helsinki Ice Hall,,60.18927,24.92251,0,9.46009,,
Building,Royal Swedish Opera,,59.32973,18.07048,0,7.14624,,
Building,Stockholm City Hall,,59.32745,18.05435,0,7.14845,,
Building,Stockholm Palace,,59.32682,18.07172,0,7.14645,,
Building,Turning Torso,,55.61332,12.97636,0,4.51219,,
Building,Boras Arena,,57.73444,12.93568,0,4.72092,,
Building,Eleda Stadium,,55.58364,12.98781,0,4.50146,,
Building,Friends Arena,,59.37270,18.00023,0,7.14699,,
Building,Ullevi,,57.70590,11.98731,0,4.35273,,
Building,Guldfageln Arena,,56.69118,16.31479,0,5.89816,,
Building,Tele2 Arena,,59.29112,18.08432,0,7.14893,,
Building,Svinesund Bridge,,59.09439,11.25185,0,4.44958,,
Airport,Stuttgart Airport,,48.68881,9.19822,,3.25752,,
Airport,Klagenfurt Airport,,46.65001,14.32486,,4.30654,,
Airport,Flughafen Luebeck LBC,,53.80514,10.70143,,3.76789,,
Airport,St. Gallen-Altenrhein Airport,,47.48587,9.56002,,3.25424,,
Landform,Heligoland,,54.18033,7.88894,,2.69137,,
Building,Volksparkstadion,,53.58713,9.89860,,3.43161,,
Building,Museum Holstentor,,53.86626,10.67963,,3.77266,,
Building,Fehmarn Sound Bridge,,54.40072,11.11183,,4.09077,,
Building,Schwerin Castle,,53.62471,11.41824,,4.02124,,
Building,St. Nicholas' Church,,53.54748,9.99065,,3.42409,,
Building,Gross Raden Archaeological Open Air Museum,,53.73656,11.87786,,4.09008,,
Building,St. Nicholas' Church - Stralsund,,54.31538,13.09105,,4.73130,,
Building,St. Mary's Church,,54.30997,13.08788,,4.73256,,
Landform,Jasmund National Park,,54.55106,13.64787,,4.71377,,
Building,Rheinsberg Palace,,53.09839,12.88991,,4.20362,,
Building,Brandenburg Gate,,52.51627,13.37770,,4.53516,,
Building,Olympiastadion Berlin,,52.51470,13.23950,,4.53288,,
Building,Campingpark Sanssouci,,52.36167,13.00750,,4.55870,,
Building,Tropical Islands Resort,,52.03829,13.74656,,4.43808,,
Building,Bastei,,50.96191,14.07317,,4.57211,,
Building,Moritzburg,,51.15831,13.68143,,4.39973,,
Building,Frauenkirche Dresden,,51.05187,13.74152,,4.36749,,
Building,Katholische Hofkirche,,51.05351,13.73736,,4.36878,,
Building,Monument to the Battle of the Nations,,51.31237,12.41327,,4.18619,,
Building,Wartburg Castle,,50.96634,10.30634,,3.56908,,
Building,Kyffhaeuserdenkmal mit Kaiser Barbarossa,,51.41340,11.10787,,3.92884,,
Building,State Museum of Prehistory Halle (Saale),,51.49806,11.96255,,3.91858,,
Building,Wernigerode Castle,,51.83066,10.79502,,3.70822,,
Building,Magdeburg Cathedral,,52.12434,11.63466,,3.91977,,
Building,Gruene Zitadelle,,52.12664,11.63437,,3.92012,,
Building,Autostadt,,52.43267,10.79421,,3.66517,,
Park,Herrenhausen Gardens,,52.38811,9.69666,,3.36810,,
Building,Marienburg Castle,,52.17253,9.76658,,3.32425,,
Building,Hermannsdenkmal,,51.91166,8.83950,,3.15844,,
Building,St.-Paulus-Dom,,51.96298,7.62577,,2.81216,,
Building,Signal Iduna Park,,51.49259,7.45186,,2.77800,,
Building,Veltins - Arena,,51.55463,7.06753,,2.76057,,
Building,Welterbe Zollverein (UNESCO),,51.48774,7.04392,,2.77773,,
Building,Merkur Spiel - Arena,,51.26158,6.73319,,2.45216,,
Building,Borussia Park,,51.17457,6.38551,,2.50800,,
Building,Great St. Martin Church,,50.93850,6.96154,,2.60946,,
Building,South Bridge,,50.91721,6.97349,,2.60694,,
Building,Hohenzollern Bridge,,50.94160,6.96579,,2.61137,,
Building,RheinEnergie Stadion,,50.93346,6.87515,,2.58588,,
Building,Aachen Cathedral,,50.77472,6.08392,,2.42204,,
Building,Drachenfels Castle,,49.12227,7.82825,,2.71060,,
Building,Schloss Drachenburg,,50.66865,7.20637,,2.75018,,
Building,Deutsches Eck,,50.36444,7.60592,,2.77208,,
Building,Cochem Castle,,50.14226,7.16705,,2.84445,,
Building,Katz Castle,,50.15195,7.72151,,2.73756,,
Building,Niederwald Monument,,49.98101,7.89988,,2.88519,,
Building,Frankfurt Cathedral,,50.11066,8.68542,,3.01445,,
Building,Oper Frankfurt,,50.10814,8.67384,,3.01658,,
Building,Deutsche Bank Park,,50.06858,8.64547,,3.01877,,
Building,Saar Polygon,,49.31815,6.78554,,2.47855,,
Building,Freiburger Munster,,47.99558,7.85279,,2.86157,,
Building,Hohenzollern Castle,,48.32356,8.96740,,2.99021,,
Building,Mercedes-Benz Arena,,48.79226,9.23208,,3.25001,,
Building,Walhalla,,49.03114,12.22408,,4.10180,,
Building,Allianz Arena,,48.21877,11.62476,,3.74126,,
Building,Munich Olympic Stadium,,48.17313,11.54659,,3.74796,,
Building,St Bartholomew's Church,,47.54470,12.97221,,3.96164,,
Building,Melk Abbey,,48.22946,15.33350,,4.68478,,
Building,Viennese Giant Ferris Wheel,,48.21662,16.39589,,4.89323,,
Building,The Hofburg,,48.20566,16.36478,,4.89650,,
Building,St. Stephen's Cathedral,,48.20841,16.37347,,4.89555,,
Building,Schoenbrunn Palace,,48.18581,16.31276,,4.90260,,
Building,Ernst Happel Stadium,,48.20721,16.42098,,4.88958,,
Building,Eggenberg Palace - Graz,,47.07384,15.39341,,4.57945,,
Building,Woerthersee Stadion,,46.60905,14.27820,,4.30398,,
Building,Hohenwerfen Castle,,47.48293,13.18896,,4.16872,,
Building,Kufstein Fortress,,47.58077,12.16864,,3.93784,,
Building,Castle of Tarasp,,46.77848,10.26305,,3.43214,,
Building,Landwasser Viaduct,,46.68082,9.67630,,3.24634,,
Building,Castelgrande,,46.19307,9.02200,,3.28217,,
Building,Montebello Castle,,46.19131,9.02653,,3.28187,,
Building,Sasso Corbaro Castle,,46.18821,9.03007,,3.28195,,
Building,Abbey of Saint Gall,,47.42350,9.37765,,3.25635,,
Building,Kybun Park,,47.40833,9.30562,,3.25953,,
Building,Einsiedeln Abbey,,47.12679,8.75264,,2.96180,,
Building,Grossmuenster,,47.37009,8.54405,,3.00920,,
Building,Swiss National Museum,,47.37906,8.54055,,3.00976,,
Building,Stadion Letzigrund,,47.38267,8.50381,,3.01191,,
Building,St. Jakob-Park,,47.54159,7.62008,,2.77101,,
Building,Chapel Bridge,,47.05165,8.30754,,3.04741,,
Building,Swissporarena,,47.03292,8.30515,,3.04935,,
Building,Zentrum Paul Klee,,46.94889,7.47410,,2.75673,,
Building,Wankdorf Stadium,,46.96311,7.46487,,2.75468,,
Building,The Cathedral of Bern,,46.94722,7.45120,,2.75177,,
Building,The Parliament Building,,46.94656,7.44426,,2.75028,,
Building,Stade de la Maladiere,,46.99525,6.94436,,2.62708,,
Building,Lausanne Cathedral,,46.52262,6.63537,,2.51550,,
Building,Brunswick Monument,,46.20846,6.14898,,2.56019,,
Building,Batiment des Forces Motrices,,46.20462,6.13718,,2.56249,,
Building,Stade de Geneve,,46.17786,6.12745,,2.56864,,
Building,Chillon Castle,,46.41421,6.92749,,2.49687,,
Building,Observatorium Gornergrat,,45.98329,7.78348,,2.81385,,
Building,Sphinx Observatory,,46.54745,7.98528,,2.76919,,
Building,Elbphilharmonie Hamburg,,53.54133,9.98413,,3.42186,,
Airport,Longreach Airport,YLRE,-23.43777,144.27423,,7.51754,,World Update 7
Airport,Mount Beauty Airport,YMBT,-36.73386,147.16966,,12.51466,,World Update 7
Building,1 William St,,-31.95557,115.85546,,-1.97597,,World Update 7
Building,6000/108 St Georges Terrace,,-31.95439,115.85689,,-1.97576,,World Update 7
Building,Queen Street,,-31.95086,115.85676,,-1.97333,,World Update 7
Building,568 Collins St,,-37.81837,144.95543,,11.43650,,World Update 7
Building,Abbot Point Coal Terminal,,-19.89926,148.08127,,8.00088,,World Update 7
Building,Adelaide Oval,,-34.91552,138.59612,,7.95473,,World Update 7
Building,Maribyrnong River Viaduct,,-37.74739,144.84613,,11.46450,,World Update 7
Building,Anzac Bridge,,-33.86926,151.18575,,12.88594,,World Update 7
Building,Aurora Melbourne Central,,-37.80962,144.96231,,11.43483,,World Update 7
Building,RMIT Building 108,,-37.81358,144.96648,,11.43344,,World Update 7
Lighthouse,Bathurst Point Lighthouse,,-31.98936,115.54068,,-1.85977,,World Update 7
Building,Batman Bridge,,-41.21710,146.91476,,14.12540,,World Update 7
Landform,Bay Of Islands,,-35.21672,174.15407,,19.01650,,World Update 7
Building,Bolte Bridge,,-37.81937,144.93221,,11.44338,,World Update 7
Building,Arise Brisbane Skytower,,-27.47188,153.02882,,11.17327,,World Update 7
Building,Brookfield Place,,-31.95500,115.85500,,-1.97539,,World Update 7
Building,Canberra Deep Space Communication Complex,,-35.40250,148.98294,,12.34641,,World Update 7
Lighthouse,Cape Byron Lighthouse,,-28.63847,153.63625,,11.53858,,World Update 7
Lighthouse,Cape Cleveland Lighthouse,,-19.18296,147.01550,,7.42593,,World Update 7
Lighthouse,Cape Don Lighthouse,,-11.30780,131.76514,,2.42806,,World Update 7
Lighthouse,Cape Nelson Lighthouse,,-38.43093,141.54289,,10.36455,,World Update 7
Lighthouse,Cape Wickham Lighthouse,,-39.58868,143.94295,,11.73470,,World Update 7
Building,Cascade Dam,,-41.17590,147.82515,,14.58451,,World Update 7
Building,Devils Gate Dam,,-41.35011,146.26498,,14.04257,,World Update 7
Building,Eureka Tower,,-37.82133,144.96469,,11.43362,,World Update 7
Building,Federation Square,,-37.81798,144.96906,,11.43247,,World Update 7
Building,Flinders Street Railway Station,,-37.81827,144.96706,,11.43305,,World Update 7
Lighthouse,Gabo Island Lighthouse,,-37.56877,149.91687,,13.60397,,World Update 7
Building,Gladesville Bridge,,-33.84207,151.14772,,12.87843,,World Update 7
Building,Gordon Dam,,-42.73024,145.97641,,14.12700,,World Update 7
Landform,Green Island Jetty,,-16.75802,145.96922,,6.48129,,World Update 7
Building,Hawkesbury River Railroad Bridge,,-33.53383,151.22861,,12.68071,,World Update 7
Building,Houghton Highway Bridge,,-27.27300,153.07234,,11.06400,,World Update 7
Building,Infinity Tower,,-27.46781,153.01955,,11.17078,,World Update 7
Building,Longitude 131,,-25.24996,131.00829,,3.93558,,World Update 7
Building,Luna Park Melbourne,,-37.86781,144.97693,,11.42735,,World Update 7
Building,Marvel Stadium,,-37.81657,144.94751,,11.43890,,World Update 7
Building,Melbourne Cricket Ground,,-37.81997,144.98344,,11.42809,,World Update 7
Building,Melbourne Square,,-37.82561,144.96339,,11.43382,,World Update 7
Building,Mooney Mooney Bridge,,-33.43229,151.25397,,12.62301,,World Update 7
Building,Murchison Radio-astronomy Observatory,,-26.69699,116.63693,,0.00103,,World Update 7
Building,Narrows Bridge,,-31.96339,115.84672,,-1.97756,,World Update 7
Building,Optus Stadium,,-31.95116,115.88905,,-1.98672,,World Update 7
Building,Parkes Observatory,,-32.99860,148.26215,,11.50031,,World Update 7
Building,Narrabri,,-30.33413,149.57814,,10.86927,,World Update 7
Building,Peats Ferry Bridge,,-33.53895,151.19917,,12.68454,,World Update 7
Building,RAC Arena,,-31.94843,115.85211,,-1.96981,,World Update 7
Building,Phillip Island Grand Prix Circuit,,-38.50142,145.23187,,12.30370,,World Update 7
Building,Premier Tower,,-37.81742,144.95364,,11.43706,,World Update 7
Building,Prima Pearl Tower,,-37.82293,144.96138,,11.43454,,World Update 7
Building,Queens Place North Tower,,-37.81006,144.95876,,11.43584,,World Update 7
Building,Rialto,,-37.81828,144.95764,,11.43585,,World Update 7
Building,Siding Spring Observatory,,-31.27495,149.06847,,11.10542,,World Update 7
Building,Sir Leo Hielscher Bridges (Gateway Bridges),,-27.44489,153.10083,,11.15975,,World Update 7
Building,Soleil,,-27.46233,153.03256,,11.16783,,World Update 7
Landform,South Sister Lookout,,-41.53416,148.17183,,15.17493,,World Update 7
Lighthouse,Split Point Lighthouse Tours,,-38.46772,144.10423,,11.81497,,World Update 7
Building,Stadium Australia,,-33.84711,151.06339,,12.90197,,World Update 7
Building,Story Bridge,,-27.46363,153.03586,,11.16864,,World Update 7
Building,Suncorp Stadium,,-27.46485,153.00954,,11.16888,,World Update 7
Building,Swanston Central,,-37.80608,144.96184,,11.43512,,World Update 7
Building,Sydney Cricket Ground,,-33.89153,151.22485,,12.88888,,World Update 7
Building,Allianz Stadium,,-33.88907,151.22536,,12.88731,,World Update 7
Building,Sydney Harbour Bridge,,-33.85231,151.21078,,12.86950,,World Update 7
Building,Sydney Tower,,-33.87032,151.20888,,12.88064,,World Update 7
Building,Tasman Bridge,,-42.86475,147.34541,,15.45528,,World Update 7
Building,The Big Banana Fun Park,,-30.27489,153.13373,,12.05495,,World Update 7
Building,The Big Merino,,-34.77251,149.69145,,12.40390,,World Update 7
Building,The Big Pineapple,,-26.67222,152.99110,,10.60459,,World Update 7
Building,The Big Prawn,,-28.86374,153.53262,,11.61623,,World Update 7
Building,The Gabba,,-27.48584,153.03809,,11.18137,,World Update 7
Building,Western Australian Cricket Association,,-31.95981,115.87953,,-1.98882,,World Update 7
Landform,Three Sisters,,-33.73231,150.31407,,12.43365,,World Update 7
Building,Port of Townsville,,-19.25131,146.83441,,7.29805,,World Update 7
Landform,Twelve Apostles,,-38.66457,143.10298,,11.48887,,World Update 7
Lighthouse,Wadjemup Lighthouse,,-32.00728,115.50419,,-1.84678,,World Update 7
Building,Warragamba Dam,,-33.88303,150.59560,,12.43394,,World Update 7
Building,West Gate Bridge,,-37.82959,144.89833,,11.45362,,World Update 7
Building,West Side Place,,-37.81431,144.95256,,11.43749,,World Update 7
Lighthouse,Wilsons Promontory Lightstation,,-39.12950,146.42456,,13.00242,,World Update 7
Building,Central Park,,-37.86690,145.04874,,12.19382,,World Update 7
Building,443 Queen St,,-37.80803,144.95802,,11.43613,,World Update 7
Airport,Paraburdoo Airport,YPBO,-23.17379,117.74788,,0.80482,,World Update 7
Airport,Shellharbour Airport,YSHL,-34.56036,150.79048,,12.71558,,World Update 7
Airport,Andorra-La Seu d'Urgell Airport,LESU,42.33772,1.40592,,1.31577,,World Update 8
Airport,Pico Airport,LPPI,38.55231,-28.44331,,-8.69912,,World Update 8
Airport,Faro Airport,LPFR,37.01742,-7.97160,,-0.96430,,World Update 8
Airport,A Coruna Airport,LECO,43.30222,-8.38140,,-1.69578,,World Update 8
Building,Alcazar de Segovia,,40.95257,-4.13254,,-0.19025,,World Update 8
Building,Alcazar de Toledo,,39.85775,-4.02050,,-0.15791,,World Update 8
Building,Aldeadavila Dam,,41.21193,-6.68567,,-0.87259,,World Update 8
Building,Barragem de Alqueva,,38.19735,-7.49679,,-1.12059,,World Update 8
Building,La Sagrada Familia,,41.40363,2.17436,,1.57214,,World Update 8
Building,Lisbon Harbour Control Tower,,38.69159,-9.21598,,-1.73545,,World Update 8
Building,Bom Jesus do Monte,,41.55134,-8.37506,,-1.56071,,World Update 8
Building,Braga Cathedral,,41.54999,-8.42690,,-1.56274,,World Update 8
Building,Camp Nou,,41.38090,2.12282,,1.57853,,World Update 8
Building,Casa da Musica,,41.15888,-8.63070,,-1.51540,,World Update 8
Building,Casa Mila,,41.39521,2.16190,,1.57405,,World Update 8
Building,Castelo dos Mouros,,38.79256,-9.38934,,-1.75275,,World Update 8
Building,Santa Barbara Castle,,38.34897,-0.47803,,0.82437,,World Update 8
Building,Castle of Almansa,,38.87157,-1.09341,,0.65205,,World Update 8
Building,Burgos Cathedral,,42.34079,-3.70439,,-0.02879,,World Update 8
Building,Catedral de Lean,,42.59970,-5.56667,,-0.66732,,World Update 8
Building,Catedral de Murcia,,37.98405,-1.12858,,0.66677,,World Update 8
Building,Basilica de Nuestra Señora del Pilar,,41.65677,-0.87852,,0.77154,,World Update 8
Building,Catedral de Sevilla,,37.38583,-5.99311,,-0.47746,,World Update 8
Building,Cathedral of Santiago de Compostela,,42.88060,-8.54465,,-1.65971,,World Update 8
Building,Christ The King,,38.67945,-9.17133,,-1.73210,,World Update 8
Building,Ciudad de las Artes y las Ciencias,,39.45488,-0.35049,,0.82518,,World Update 8
Building,Covao dos Conchos,,40.36390,-7.61105,,-1.17563,,World Update 8
Landform,Flysch de Zumaia,,43.30123,-2.26039,,0.17336,,World Update 8
Building,Royal Seat of San Lorenzo de El Escorial,,40.58904,-4.14773,,-0.25884,,World Update 8
Landform,Mallos de Riglos,,42.35139,-0.72417,,0.80754,,World Update 8
Building,Palace of Gaudi Astorga,,42.45783,-6.05594,,-0.97909,,World Update 8
Building,Estadio Algarve,,37.08838,-7.97558,,-0.98466,,World Update 8
Building,EFAPEL City of Coimbra Stadium,,40.20321,-8.40766,,-1.51809,,World Update 8
Building,Estadio D. Afonso Henriques,,41.44593,-8.30095,,-1.56584,,World Update 8
Building,Estadio do Sport Lisboa e Benfica,,38.75271,-9.18477,,-1.72048,,World Update 8
Building,Estadio do Dragao,,41.16177,-8.58359,,-1.52605,,World Update 8
Building,Jose Alvalade Stadium,,38.76123,-9.16180,,-1.71499,,World Update 8
Building,Estadio Municipal de Aveiro - Mario Duarte,,40.64781,-8.59370,,-1.52884,,World Update 8
Building,Fortress Sao Joao Baptista,,39.41140,-9.51016,,-1.79501,,World Update 8
Building,Freixo Bridge,,41.14170,-8.58088,,-1.52447,,World Update 8
Building,Guadiana's International Bridge,,37.23761,-7.41839,,-1.11991,,World Update 8
Building,Guggenheim Museum Bilbao,,43.26867,-2.93401,,0.25840,,World Update 8
Building,Hotel Arts Barcelona,,41.38706,2.19642,,1.57351,,World Update 8
Building,Hotel Marques de Riscal,,42.51159,-2.61761,,0.23058,,World Update 8
Building,Puente De La Constitucian De 1812,,36.52295,-6.26549,,-0.79881,,World Update 8
Building,Ermita de San Juan de Gaztelugatxe,,43.44731,-2.78499,,0.20123,,World Update 8
Building,La Vicaria Arch Bridge,,38.35463,-2.26308,,0.29444,,World Update 8
Landform,Las Hurdes,,40.36395,-6.25884,,-0.89111,,World Update 8
Landform,Las Medulas,,42.45722,-6.76881,,-0.96192,,World Update 8
Building,The Ferreres Aqueduct,,41.14590,1.24392,,1.36098,,World Update 8
Building,Leziria Bridge,,39.01281,-8.93438,,-1.32133,,World Update 8
Building,Luis I Bridge,,41.13996,-8.60945,,-1.51765,,World Update 8
Building,Lusitania,,38.91676,-6.35358,,-0.79026,,World Update 8
Building,Magma Art & Congress,,28.06976,-16.72683,,-4.31713,,World Update 8
Building,Ponte D. Maria Pia,,41.13984,-8.59714,,-1.52049,,World Update 8
Building,Setas de Sevilla,,37.39327,-5.99175,,-0.47972,,World Update 8
Building,Mosque-Cathedral of Cardoba,,37.87891,-4.77939,,-0.28662,,World Update 8
Building,Molinos de Campo de Criptana,,39.40988,-3.12376,,0.01789,,World Update 8
Building,Montjuic Castle,,41.36296,2.16506,,1.57900,,World Update 8
Building,Monument to Alfonso XII,,40.41732,-3.68306,,0.02174,,World Update 8
Building,Museu Nacional d'Art de Catalunya,,41.36844,2.15357,,1.57884,,World Update 8
Building,Museum Of Art Architecture And Technology,,38.69593,-9.19445,,-1.73197,,World Update 8
Building,Edificio Mirador,,40.48762,-3.65494,,0.01240,,World Update 8
Building,Observatorio Roque de los Muchachos,,28.75725,-17.88501,,-4.78846,,World Update 8
Building,Oceanario de Lisboa,,38.76354,-9.09374,,-1.70271,,World Update 8
Building,Oscar Niemeyer International Cultural Centre,,43.55737,-5.91835,,-0.73542,,World Update 8
Building,Palacio de los Deportes de Santander,,43.47560,-3.79598,,-0.09555,,World Update 8
Park,El Retiro Park,,40.41526,-3.68450,,0.02207,,World Update 8
Building,Park and National Palace of Pena,,38.78759,-9.39061,,-1.75321,,World Update 8
Landform,As Catedrais beach,,43.55406,-7.15723,,-1.35168,,World Update 8
Building,Plaza de Espana,,37.37720,-5.98689,,-0.47537,,World Update 8
Building,Ponte 25 de Abril,,38.68963,-9.17711,,-1.73090,,World Update 8
Building,Ponte de Barcelos,,41.52749,-8.62228,,-1.56720,,World Update 8
Building,Puente de Triana,,37.38617,-6.00252,,-0.83772,,World Update 8
Building,San Martin's Bridge,,39.85670,-4.03417,,-0.16102,,World Update 8
Building,Ponte de Rande,,42.28806,-8.66056,,-1.58645,,World Update 8
Building,Roman Bridge of Cardoba,,37.87671,-4.77797,,-0.28596,,World Update 8
Building,Royal Palace of Madrid,,40.41795,-3.71431,,0.02309,,World Update 8
Building,San Pablo Bridge,,40.07829,-2.12752,,0.21342,,World Update 8
Building,Santa Caterina Market,,41.38636,2.17816,,1.57459,,World Update 8
Building,Recinto Ferial,,28.45420,-16.25797,,-4.37472,,World Update 8
Building,Tenerife International Center For Fairs And Congresses,,28.45420,-16.25797,,-4.37472,,World Update 8
Building,The Roman Aqueduct Of Segovia,,40.94799,-4.11779,,-0.18726,,World Update 8
Building,Puente del Tercer Milenio,,41.66572,-0.90837,,0.76683,,World Update 8
Building,Agbar Tower,,41.40340,2.18959,,1.57148,,World Update 8
Building,Tower of Hercules,,43.38596,-8.40650,,-1.69388,,World Update 8
Building,Torre Mapfre,,41.38778,2.19750,,1.57335,,World Update 8
Building,Torre Vasco da Gama,,38.77478,-9.09176,,-1.69965,,World Update 8
Building,Vasco da Gama Bridge,,38.75804,-9.03747,,-1.69447,,World Update 8
Building,Vizcaya Bridge,,43.32319,-3.01714,,-0.13988,,World Update 8
Building,W Barcelona,,41.36844,2.19015,,1.57657,,World Update 8
Building,Wanda Metropolitano Stadium,,40.43620,-3.59947,,0.01629,,World Update 8
Building,Zubizuri Bridge,,43.26634,-2.92777,,0.25827,,World Update 8
Airport,Palermo Airport,LICJ,38.17955,13.09896,,3.56852,,World Update 9 Italy and Malta
Airport,Sondrio Airport,LILO,46.15356,9.79289,,3.16993,,World Update 9 Italy and Malta
Airport,Marina di Campo Airport,LIRJ,42.76283,10.23746,,3.26268,,World Update 9 Italy and Malta
Airport,Bolzano Airport,LIPB,46.46249,11.32986,,3.67410,,World Update 9 Italy and Malta
Building,Allianz Stadium,,45.10963,7.64124,,2.71174,,World Update 9 Italy and Malta
Building,Arch of Constantine,,41.88977,12.49060,,3.61174,,World Update 9 Italy and Malta
Building,Verona Arena,,45.43900,10.99436,,3.39837,,World Update 9 Italy and Malta
Building,Basilica di San Petronio,,44.49294,11.34313,,3.57254,,World Update 9 Italy and Malta
Building,Torcello Basilica,,45.49833,12.41908,,3.83099,,World Update 9 Italy and Malta
Building,Basilica of San Francesco d'Assisi,,43.07497,12.60540,,3.66822,,World Update 9 Italy and Malta
Building,Biosfera,,44.40983,8.92548,,2.93051,,World Update 9 Italy and Malta
Building,Bruneck Castle,,46.79456,11.93959,,3.74470,,World Update 9 Italy and Malta
Lighthouse,Capo Santa Maria di Leuca Lighthouse,,39.79591,18.36843,,4.39111,,World Update 9 Italy and Malta
Building,Royal Palace of Caserta,,41.07317,14.32719,,3.92076,,World Update 9 Italy and Malta
Building,Castel del Monte,,41.08477,16.27094,,4.24826,,World Update 9 Italy and Malta
Building,Castel San Michele o Castello di Ossana,,46.77222,11.89219,,3.73367,,World Update 9 Italy and Malta
Building,Castel Savoia,,45.76404,7.82671,,2.78726,,World Update 9 Italy and Malta
Building,Piccolomini Castle,,42.08467,13.54526,,3.79500,,World Update 9 Italy and Malta
Building,Castle of Graines,,45.73854,7.75399,,2.77472,,World Update 9 Italy and Malta
